1649522,1
1649405,1
1649018,1
1649006,1
1648967,1
1648177,1
1648156,1
1647781,1
1647541,1
1647410,1
1647404,1
1646784,1
1646774,1
1646768,1
1646768,1
1646703,1
1646703,1
1646703,1
1646573,1
1646571,1
1646535,1
1646530,1
1646529,1
1646529,1
1646517,1
1646515,1
1646512,1
1646173,1
1646170,1
1645984,1
1645853,1
1645850,1
1645771,1
1645769,1
1645264,2
1644599,1
1644398,1
1644388,1
1644087,1
1643958,1
1643941,1
1643926,1
1643864,1
1643674,1
1643099,1
1643086,1
1642503,1
1641912,1
1641158,1
1639991,1
1639693,1
1639673,1
1639472,1
1639460,1
1639002,1
1638800,1
1638521,1
1638461,1
1638298,1
1638296,1
1637947,1
1637947,1
1637937,1
1637937,1
1637262,1
1636941,1
1636868,1
1636868,1
1636868,1
1636566,1
1636556,1
1636555,1
1636545,1
1636542,1
1635793,1
1635053,1
1634853,1
1634625,1
1634605,1
1634359,1
1634313,1
1633572,1
1633571,1
1633562,1
1633560,1
1633020,1
1632732,1
1632649,1
1632435,1
1632419,1
1632418,1
1632295,1
1632236,2
1632235,2
1631568,1
1631015,1
1630826,1
1630655,1
1630637,1
1630629,1
1630602,1
1630454,1
1630425,1
1630198,1
1630188,3
1630143,1
1630025,1
1629120,1
1628397,1
1627997,1
1627974,1
1627883,1
1627860,1
1627761,1
1627604,1
1627357,1
1627088,1
1627055,1
1627053,1
1627053,1
1627044,1
1627043,1
1627008,1
1626906,1
1626893,1
1626753,2
1626665,1
1626665,1
1626665,1
1626665,1
1626451,1
1626440,1
1626367,1
1625969,1
1625811,1
1625162,1
1624994,1
1624229,1
1622620,1
1622618,1
1622577,1
1622214,1
1621374,1
1621349,1
1621047,1
1620300,1
1620221,1
1620219,1
1619729,1
1619608,1
1619608,1
1619598,1
1619597,1
1619596,1
1619542,1
1619531,1
1619530,1
1619530,1
1619521,2
1619207,1
1618701,1
1618141,1
1618135,1
1618070,1
1617740,1
1617309,1
1617308,1
1617307,1
1617194,1
1616456,1
1616400,1
1616156,1
1615844,1
1615731,1
1615720,1
1615181,1
1615167,1
1615132,1
1615080,1
1615080,1
1614989,1
1614965,1
1614434,1
1614384,1
1614133,1
1614002,1
1613616,2
1613593,2
1613591,2
1613443,1
1613425,1
1613420,2
1613417,2
1613295,1
1612214,1
1612075,1
1611976,1
1611974,1
1611928,1
1611768,1
1611624,1
1611494,1
1611464,1
1611437,1
1611358,1
1611168,1
1611149,1
1611082,1
1610906,1
1610906,1
1610605,1
1610474,1
1610443,1
1610191,1
1610183,1
1610111,9
1610098,1
1610056,1
1609816,1
1609722,1
1609722,1
1609385,1
1609383,1
1609382,1
1609382,1
1609382,1
1609354,1
1609352,1
1609330,1
1609322,1
1609312,1
1608994,1
1608735,1
1608585,1
1608585,1
1608384,1
1608304,1
1608272,1
1608158,1
1608152,1
1608078,1
1607786,3
1607723,1
1607723,1
1607715,1
1607712,1
1607711,1
1607334,1
1607317,1
1607287,1
1606965,1
1606803,1
1606780,1
1606780,1
1606543,1
1606543,1
1606513,1
1606513,1
1606509,1
1606509,1
1606508,1
1606507,1
1606448,1
1606447,1
1606447,1
1606447,1
1606447,1
1606447,1
1606370,1
1606340,1
1606330,1
1606330,1
1606317,1
1606317,1
1606018,3
1605762,1
1605752,1
1605752,1
1605750,1
1605747,1
1605288,1
1605141,1
1605140,1
1605130,1
1605128,1
1605123,3
1605107,1
1605099,1
1604334,1
1604123,3
1603892,1
1603248,1
1603237,1
1602925,3
1602679,1
1602470,1
1601716,9
1601429,1
1601263,1
1601249,1
1601225,1
1601158,1
1601005,1
1600980,1
1600840,1
1600647,1
1600632,1
1600586,1
1600410,1
1600329,1
1600052,5
1600033,1
1600021,1
1599202,1
1599202,1
1599174,1
1599174,1
1599173,1
1599173,1
1599173,1
1599173,1
1598881,1
1598736,1
1598736,1
1598736,1
1598736,1
1598736,1
1598736,1
1598736,1
1598736,1
1598736,1
1598371,1
1597795,1
1597794,1
1597793,1
1597699,7
1597416,1
1597339,1
1597199,4
1596903,1
1596876,1
1596618,1
1596515,1
1596514,1
1596450,1
1596379,1
1596306,1
1596305,1
1596304,1
1596271,1
1596262,1
1596224,1
1596092,1
1596078,1
1596060,1
1595946,1
1595946,1
1595936,1
1595936,1
1595881,1
1595808,1
1595783,1
1595640,1
1595495,1
1595491,1
1595387,1
1595385,1
1595113,1
1594957,1
1594821,2
1594746,1
1594737,1
1594735,1
1594726,1
1594559,1
1594195,1
1594130,1
1594053,2
1593324,1
1592882,1
1592881,1
1592881,1
1592881,1
1592881,1
1592881,1
1592880,1
1592880,1
1592695,1
1592635,1
1592209,1
1592209,1
1592208,1
1592208,1
1592208,1
1592167,1
1592167,1
1592166,1
1592166,1
1592166,1
1592166,1
1592166,1
1592166,1
1592165,1
1592165,1
1592165,1
1592165,1
1592164,1
1592164,1
1592164,1
1592164,1
1592016,1
1592015,1
1592015,1
1591920,1
1591920,1
1591919,1
1591919,1
1591891,1
1591778,1
1591658,1
1590537,1
1590508,1
1589903,1
1589808,1
1589761,1
1589727,1
1589719,1
1589669,1
1589622,1
1589622,1
1589073,1
1588837,1
1588808,1
1588765,1
1588759,1
1588139,1
1587850,1
1587833,1
1587821,1
1587811,1
1587779,1
1587639,1
1587397,1
1587381,1
1586847,1
1586841,1
1586825,1
1586825,1
1586824,1
1586771,1
1586743,1
1586743,1
1586743,1
1586743,1
1586742,1
1586742,1
1586742,1
1586742,1
1586480,1
1586480,1
1586479,1
1586479,1
1586472,1
1586471,1
1586470,1
1586465,1
1586465,1
1586465,1
1586452,1
1586451,1
1586451,1
1586300,1
1586299,1
1586299,1
1586298,1
1586298,1
1586278,1
1586272,1
